verdict,confidence,name,sponsor,amount_min,amount_max,num_awards,deadline,opens,gpa_min,gpa_scale,gender,military_affiliation,employer_affiliation,income_max,renewal_years,recommendation_letters,beneficiary_scope,geo_scope,estimated_effort_minutes,need_based,merit_based,first_generation,disability,residency_required,renewable,essay_required,transcript_required,fafsa_required,counties,cities,high_schools,majors,activities,clubs_organizations,college_plan,citizenship,heritage,class_year,enrollment_status,destination_institutions,eligibility_raw,name_before_enrichment,source_url,source_org,source_county,source_file
award,0.85,Italian Heritage Scholarship,Sons of Italy in America,,,,02/27/2026,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""Social Sciences""]",[],[],[],[],"[""Italian""]",[],[],[],"Italian Heritage Scholarship, Sons of Italy in America Deadline: 02/27/2026 Area of Study: Social Sciences Eligibility: For full details, go to Order of the Sons &amp; Daughters of Italy website. Number of Awards: Not specified Award Amount: Not specified Contact Information &amp; forms: Go to Sons &amp; Daughters of Italy website .",Italian Heritage Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.95,Joan Tomeo Perseverance Scholarship,Manatee Education Foundation,,,,"May 4, 2026",,,,female,,,,,,open,county,,,,,,True,,,,,"[""Manatee County""]",[],[],[],[],[],"[""accredited four-year college or university"", ""two-year college"", ""technical school""]",[],[],"[""graduating senior""]",[],[],"The Joan Tomeo Perseverance Scholarship is awarded to a young lady who has faced significant life challenges, including teen parenthood, and has demonstrated resilience, determination, and commitment to continuing their education. This scholarship honors Joan&#8217;s dedication to helping young women stay in school and build a brighter future. Deadline: May 4, 2026 Area of Study: Various Eligibility: The recipient is a graduating senior from a public school in Manatee County. This student is committed to furthering their education, whether at an accredited four-year college or university, a two-year college, or a technical school, beginning in the 2026-2027 academic year. They demonstrate remarkable responsibility by managing the demands of both school and parenting. Their commitment to personal growth reflects their strength of character, perseverance, and heartfelt determination to create a stable and promising future for themselves and those they care for. The scholarship funds are intended to ease their journey, covering tuition, necessary educational fees, and/or other essential course-related expenses, so they can focus on learning and building a better life for their family. Number of Awards:",Joan Tomeo Perseverance Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.95,JLMC Youth Non-Profit Scholarship,JLMC (Junior League of Manatee County),1000,1000,6,February 20,,3.0,4.0,,,,,,,open,county,,,True,,,True,,,,,"[""Manatee County""]",[],[],[],"[""nonprofit or community service activities""]",[],[],[],[],"[""graduating high school senior""]",[],[],"JLMC Youth Non-Profit Scholarship, applicants must: • Be a graduating high school senior residing in Manatee County • Hold a minimum 3.0 GPA • Demonstrate significant involvement in nonprofit or community service activities • Not be an immediate relative (child or sibling) of a JLMC active or sustaining member Number of Awards: up to 6 Award Amounts: $1,000 Contact Information: scholarship@jrleaguemanatee.org Link to application: https://manateecounty.jl.org/community/jlmc-youth-non-profit-scholarship-program/ ç Kids Chance of Florida Name of Organization: Kids Chance of Florida Application portal open as of February 2026; get info by email at info@kidschancefl.org Area of Study: Not specified Eligibility: Dependent children of a worker killed or seriously injured in a claim accepted as compensable under The Florida Workers’ Compensation Act (Chapter 440, Florida Statutes); the Longshore and Harbor Workers’ Compensation Act (33 U.S.C. § 901 et seq.); or the Federal Employees’ Compensation Act (5 U.S.C. Chapter 81); pursuing 2-year or 4-year program. Get all information and application documents by email to Kids Chance of Florida website. Number of Awards:",JLMC Youth Non-Profit Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.92,Manatee Arts Education Council Young Artist Scholarships,Manatee Arts Education Council,,,,"April 6, 2026",,,,,,,,,,,county,,,True,,,,,,,,"[""Manatee""]",[],[],[],"[""Visual Art"", ""Band"", ""Chorus"", ""Dance"", ""Film"", ""Orchestra""]",[],[],[],[],[],[],[],"Manatee Arts Education Council Young Artist Scholarships Name of Organization: Manatee Arts Education Council Deadline: April 6, 2026 Area of Study: Visual and Performing Arts About/Eligibility: The Manatee Arts Education Council sponsors an annual scholarship program for students who have excelled in the visual and performing arts. Scholarships will be given out in seven categories, including Visual Art, Band, Chorus, Dance, Film, Orchestra, and",Manatee Arts Education Council Young Artist Scholarships,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.85,Seven Award,Manatee Education Foundation,1000,1000,,03/01/2026,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],"Seven Award Amount: $1,000 per scholarship Contact Information: Jeramiah Bowman, bowmanj@manateeschools.net Application: Manatee Community Foundation Name of Organization: Manatee Community Foundation Deadline: 03/01/2026 , go to Manatee Community Foundation Area of Study: Various Eligibility: Various Number of Awards: To be announced Award Amount: Varies among scholarships Contact Information: Manatee Community Foundation Manatee County Gator Club Name of Organization: Manatee County Gator Club Deadline: April 30, 2026 Area of Study: college undergraduate Eligibility: graduating senior residing in Manatee County attending Univ of Florida Number of Awards: minimum of 5 Award Amounts: $1000 Contact Information: Richard Morris manateegatorclub@gmail.com Link to application: https://www.manateegatorclub.com/scholarship-info Manatee County Historical Society Name of Organization: Manatee County Historical Society Deadline: Not stated Area of Study: Various Eligibility: Full eligibility information and application available at https://manateecountyhistoricalsociety.org/ Number of Awards: To be announced Award Amount: To be announced Contact Information: For all details, go to Manatee County Historical Society website . Completed applications may be emailed to: mchhistoryscholarship@gmail.com .",Seven Award,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.85,Xi Boulé Foundation Mary Glass Civic Leadership Scholarship,Xi Boulé Foundation,,,,"April 6, 2026",,,,,,,,,,,county,,,,,,True,,,,,"[""Manatee""]",[],[],[],"[""Student Leadership""]",[],[],[],[],"[""Senior""]","[""Senior in Manatee County Public Schools, Public Charter Schools, or Home Schooled""]",[],"Xi Boulé Foundation Mary Glass Civic Leadership Scholarship Deadline: April 6, 2026 Area of Study: Student Leadership Eligibility: Senior in Manatee County Public Schools, Public Charter Schools, or Home Schooled Number of Awards:",Xi Boulé Foundation Mary Glass Civic Leadership Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.95,Ronald D. Ciaravella Memorial Scholarship,Florida Foundation Limited,10000,10000,5,04/01/2026,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],"[""college"", ""trade school""]",[],[],"[""graduating senior""]",[],[],"Ronald D. Ciaravella Memorial Scholarship Name of Organization: Florida Foundation Limited Deadline: 04/01/2026 Area of Study: Student&#8217;s choice Eligibility: Student must be a graduating senior planning to attend college or trade school in the Fall. Number of Awards: Five (5) Award Amount: $10,000 each Application &amp; Contact Information: Please click the link here for the application form. Complete the form and follow the submission directions at the bottom. Contact information is noted there, also. Sara de Soto NSDAR Name of Organization: Sara de Soto NSDAR Deadline: Visit Sara De Soto NSDAR Chapter Area of Study: Visit Sara De Soto NSDAR Chapter Contact Information: Info and application at Sara De Soto NSDAR Chapter Sarasota Succulent Society Name of Organization: Sarasota Succulent Society Deadline: April 10th, 2026 Area of Study: Botany, Horticulture Eligibility: College bound HS seniors and college students Number of Awards: 2 Award Amounts: $1,000.00 each Contact Information: info@sarasotasucculentsociety.org or www.sarasotasucculentsociety.org Link to application: https://sarasotasucculentsociety.org/wp-content/uploads/2024/06/Sarasota-Succulent-Society-Scholarship-Application.pdf Southeast High School Name of Organization: Southeast High School Deadline: Varies Area of Study: Various Eligibility: Various Number of Awards:",Ronald D. Ciaravella Memorial Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.95,Suncoast Credit Union Scholars,Suncoast Credit Union,3000,3000,3,04/06/2026,,,,,,,,,,open,county,,True,,,,True,,,,,"[""Manatee County""]",[],[],[],[],[],"[""4-year college/university"", ""2-year college"", ""technical school""]",[],[],"[""graduating senior""]","[""beginning post-secondary school in 2026-2027 academic year""]",[],"SCF Scholarship Page to apply for several different types of scholarships available. Number of Awards: Not specified Award: Varies Contact Information: State College of Florida Foundation , click on Scholarships menu. Questions can be answered at 941-752-5395 or by e-mail FoundationScholarships@SCF.edu . Suncoast Credit Union Scholars Name of Organization: Suncoast Credit Union, Manatee County Deadline: 04/06/2026 Area of Study: Various Eligibility: Graduating Manatee County senior attending traditional public or charter school or participating in home school or distance learning options sanctioned by the School District.; Demonstrated financial need; Enrolled in accredited 4-year college/university, 2-year college or technical school in Florida; Begin post-secondary school in 2026-2027 academic year; Use scholarship funds for tuition, required educational institutional fees, and/or other direct course related expenses required of all students enrolled in the course of instruction. Number of Awards: Three (3) Award: $3,000 per scholar Contact Information: Application may be accessed at https://mefinfo.org/students-families/",SCF Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.75,TBA Award,Manatee Education Foundation,,,,January 31,November 1,,,,,,,,,,school,,,,,,,,,,,[],[],[],"[""Visual or Performing Arts""]",[],[],[],[],[],[],[],[],"TBA Award: TBA Contact Information: Contact your school Guidance office and/or the school&#8217;s Senior Military Instructor. The Exchange (Woman’s Exchange, Inc.) Name of Organization: The Exchange (Woman’s Exchange, Inc.) Deadline: January 31 of every year; applications accepted November 1 through January 31 of the school year Area of Study: Visual or Performing Arts Eligibility: Full details and application form appear at Woman’s Exchange, Inc. &#8211; Grants &amp; Scholarships Number of Awards: Not specified Award: Not specified Contact Information: Woman’s Exchange, Inc. &#8211; Grants &amp;",TBA Award,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.95,Links Incorporated Higher Education Scholarship,Links Incorporated,,,,,,,,female,,,,,,open,national,,,,,,,,,,,[],[],[],[],[],[],[],[],"[""minority""]",[],"[""full-time undergraduate""]",[],"The Links Incorporated Higher Education Scholarship Deadline: Applications now closed for 2026; go to The Links website often to find new details Area of Study: Various Eligibility: Open to full-time minority female students pursuing undergraduate degrees at accredited colleges or universities in the United States. Number of Awards: Varies each year Award: Varies Contact Information: Go to www.bslinksinc.org and select Scholarships for the detailed information, including application form. United States Merchant Marine Academy Name of Organization: United States Merchant Marine Academy Deadline: Starts May 1, closes Feb 1 for the next school year, detailed application process at U.S. Merchant Marine Academy Area of Study: Ships Design, Building, Operation, and support activities. Deck and Engineering Officers. Very much a STEM program. BS Degree Eligibility: US Birth citizenship, Congressional Nomination, Academic SAT minimum 1100 average 1300. Physical Fitness, Leadership. Competitive selection process. Preferences given for Scholastic Achievements, Athletics, Leadership and Band. One year internship with global travel part of 4 year program. Number of Awards: Very Competitive, approximately 15 seats allocated to",Links Incorporated Higher Education Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.95,Ayn Rand Institute Scholarship - 'Anthem',Ayn Rand Institute,2000,2000,,10/31/2026,,,,,,,,,,open,national,120,,True,,,,,True,,,[],[],[],[],[],[],[],[],[],"[""6 - 8"", ""9"", ""10"", ""11"", ""12""]",[],[],"Ayn Rand Institue Scholarship - &#8216;Anthem&#8217; Amount: $2,000 Grades: 6 - 8, 9, 10, 11, 12 Deadline: 10/31/2026 Amount: $2,000 Grades: 6 - 8, 9, 10, 11, 12 Requirements: Contest is open to students worldwide, except where void or prohibited by law. Essays must be written in English only. Essays must be submitted electronically through the online portal. Essay must be no fewer than 600 and no more than 1,200 words in length, double-spaced. Deadline: 10/31/2026 Website: https://aynrand.org/students/essay-contests/anthem/ Additional Information: Have you ever read one of Ayn Rand&rsquo;s thought-provoking novels? Now&rsquo;s the time! Enter an Ayn Rand Institute essay contest and you&rsquo;ll have a chance to win thousands of dollars in prize money. ARI has held student essay contests on Ayn Rand&rsquo;s fiction since 1986, awarding over $2.2 million in prize money to contest winners! This year we will award more than $40,000 to hundreds of students worldwide.",Ayn Rand Institue Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,College Board Opportunity Scholarships,College Board,,40000,,Ongoing,,,,any,,,,,,open,national,,,True,,,,,,,,[],[],[],[],[],[],[],[],[],"[""2026""]",[],[],"The College Board Opportunity Scholarships program is open to all class of 2026 students in the United States, Puerto Rico and the US territories. Deadline: Ongoing Website: https://opportunity.collegeboard.org/ Additional Information: The more effort you put in, the more opportunities you have to earn a scholarship. Complete all six steps, and you&rsquo;re eligible to earn $40,000. Scholarships will be awarded through monthly drawings to students who complete each action. Applying to college is a complicated process, so we&#39;ve created a program that guides you through it. It doesn&#39;t require an essay, application, or minimum GPA. Instead, it rewards your effort and initiative. Complete key steps along your path to college for a chance to earn scholarships. EVERFI Amount: Varies Grades: 9, 10, 11, 12 Deadline: Ongoing Amount: Varies Grades: 9, 10, 11, 12 Requirements: Depends on selected scholarship:",College Board Opportunity Scholarships,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,Credit Worthy Scholarship Contest,OneMain Financial,1000,1000,,"January 6, 2026 and April 30, 2026",,,,,,,,,,open,national,120,,,,,,,True,,,[],[],[],[],[],[],[],"[""U.S.""]",[],[],"[""high school student""]",[],"The Credit Worthy Scholarship Contest is open to U.S. high school students between 13&ndash;19 years old who have completed Build: Credit Fundamentals , or at least 3 lessons of another course offered in the Credit Worthy program presented by OneMain Financial. Students will submit a short essay about what you learned and how the Credit Worthy program by OneMain Financial has made an impact on them for a chance to win; Application Deadlines: January 6, 2026 and April 30, 2026; Prize: $1,000 in educational funding",Credit Worthy Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.92,Limitless Opportunities Scholarship,Pasco County Schools,5000,5000,,"April 30, 2026",,,,,,,,,,open,state,120,,,,,,,True,,,[],[],[],[],"[""Accounting Careers: Limitless Opportunities course""]",[],[],"[""U.S.""]",[],[],"[""high school students""]",[],"Limitless Opportunities Scholarship is open to U.S. high school students between 13&ndash;19 years old who have completed at least one Accounting Careers: Limitless Opportunities course lesson. Students must submit a 300&ndash;500-word essay for a chance to win.; Application Deadline: April 30, 2026; Prize: $5,000 in educational funding DataSetGO:",Limitless Opportunities Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,Distinguished Data Scientist Award,Principal Foundation,5000,5000,10,"April 30, 2026",,,,,,,,,,open,national,90,,True,,,,,True,,,[],[],[],"[""Data Science""]",[],[],[],"[""U.S.""]",[],[],"[""high school""]",[],"Distinguished Data Scientist Award - Principal Foundation will be awarding ten students nationally $5,000 in educational funding. The DataSetGO: Distinguished Data Scientist award is open to U.S. high school students between 13&ndash;19 years old who have completed at least one Data Science Foundations course lesson in select states*. Students must submit a 300&ndash;500-word essay for a chance to win.; Application Deadline: April 30, 2026; Prize: $5,000 in educational funding",Distinguished Data Scientist Award,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,Truist Financial Foundations Scholarship Contest,Truist Financial Foundations,2000,2000,,"April 30, 2026",,,,,,,,,,open,,90,,,,,,,True,,,[],[],[],[],[],[],[],[],[],[],[],[],"The Truist Financial Foundations Scholarship Contest is open to students* who have completed at least three Everfi: Financial Literacy for High School lessons. Students will submit a concise essay (up to 500 words) that highlights how the knowledge gained from the digital lessons has equipped them to navigate financial decisions and challenges in their life and career.; Application Deadline: April 30, 2026; Prize: $2,000 in educational funding Deadline: Ongoing Website: https://everfi.com/k-12/scholarships-contests/ Category: Additional Information:",Truist Financial Foundations Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,Florida Eastern Star Grant Tuition Assistance Program,Florida Eastern Star,,,,01/01/2027,,,,,,,,,,open,state,120,,,,,True,,True,,,[],[],[],[],[],[],"[""university"", ""college"", ""junior/community college"", ""vocational institution""]",[],[],"[""2027""]","[""accepted to post-secondary institution""]",[],"Florida Eastern Star Grant Tuition Assistance Program Amount: Varies Grades: 12 Deadline: 01/01/2027 Amount: Varies Grades: 12 Requirements: PAPER APPLICATION - REQUEST FROM YOUR CAREER SPECIALIST OR SCHOOL COUNSELOR Class of 2027 Acceptance to a university, college, junior/community college or vocational institution of choice within the state of Florida Submission of 5-paragraph essay (500-800 words) on subject of &#39;Reflect on a historic event in the United States within your lietime and how the event has shaped or defined your patriotism."" Make sure your name is in the essay document heading. Deadline: 01/01/2027 Website: https://floridaoes.org/ Additional Information:",Florida Eastern Star Grant,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,J. Walker Field Key Club Scholarship,Florida Kiwanis Foundation,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],"[""Key Club""]",[],[],[],"[""graduating""]",[],[],"J. Walker Field Key Club Scholarship - This is a one time $1000 scholarship given to graduating Key Club members who exemplify the spirit of Kiwanis through service. In 2012, the Florida Kiwanis Foundation Board of Trustees created the",J. Walker Field Key Club Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.85,Emilia Gugliuzza CKI Scholarship,Florida Kiwanis Foundation,1000,1000,,,,,,,,,,,,,state,,,True,,,,,,,,[],[],[],[],[],"[""CKI""]",[],[],[],[],[],[],"Emilia Gugliuzza CKI Scholarship - Through the generosity of 2014-15 Florida Kiwanis District Governor Charles Gugliuzza, the Florida Kiwanis Foundation is offering a $1,000 scholarship to an exceptional CKI Student. This scholarship is dedicated to Emilia Gugliuzza for her tireless efforts in helping to eliminate Maternal and Neonatal Tetanus. Wilton Manors Friends &amp;",Emilia Gugliuzza CKI Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.85,National Junior Scholarship,Pasco County Schools,,,,,,2.0,4.0,,,,100000,,,open,national,,True,,,,,,,,,[],[],[],[],"[""co-curricular activities"", ""community service activities""]",[],"[""accredited non-profit public or private institution in the United States""]","[""United States citizen""]",[],"[""high school junior""]","[""full time""]",[],"National Junior Scholarship Be enrolled full time as a high school junior in the United States Exhibit a strong commitment to pursue and complete a bachelor&rsquo;s degree at an accredited non-profit public or private institution in the United States immediately after high school graduation (students may start their studies at a two-year institution and then transfer to a four-year institution) Demonstrate financial need ($100,000 or lower adjusted gross family income is required) Be involved in co-curricular and community service activities Display integrity and perseverance in overcoming adversity Maintain a minimum grade point average (GPA) of 2.0 Be a United States citizen",National Junior Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,Bergeron Everglades Environmental Steward Scholarship,Pasco County Schools,,,,,,2.0,4.0,,,,65000,,,open,state,,True,,,,True,,,,,[],[],[],"[""environmental sciences/studies""]",[],[],"[""bachelor's degree at a college or university in Florida""]","[""United States citizen""]",[],"[""high school senior""]","[""enrolled full time""]",[],"Bergeron Everglades Environmental Steward Scholarship Be enrolled full time as a high school senior in the state of Florida Exhibit a strong commitment to pursue and complete a bachelor&rsquo;s degree at a college or university in Florida Must pursue a degree in environmental sciences/studies Demonstrate critical financial need ($65,000 or lower adjusted gross family income is required) Display integrity and perseverance in overcoming adversity Maintain a minimum grade point average (GPA) of 2.0 Be a United States citizen",Bergeron Everglades Environmental Steward Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.92,Denny Sanford Nova Southeastern University Scholarship,Nova Southeastern University,,,,,,2.5,4.0,,,,65000,,,,school,,True,,,,,,,,,[],[],[],[],[],[],"[""Nova Southeastern University in Fort Lauderdale, FL""]","[""United States citizen""]",[],"[""high school senior""]","[""full time"", ""high school senior""]","[""Nova Southeastern University""]","Denny Sanford Nova Southeastern University Scholarship &ndash; Fort Lauderdale, Florida Be enrolled full time as a high school senior in the United States Exhibit a strong commitment to pursue and complete a bachelor&rsquo;s degree at Nova Southeastern University in Fort Lauderdale, FL immediately after high school graduation Demonstrate critical financial need ($65,000 or lower adjusted gross family income is required) Display integrity and perseverance in overcoming adversity Maintain a minimum grade point average (GPA) of 2.5 Be a United States citizen",Denny Sanford Nova Southeastern University Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,Patricia Cole Scholarship,Pasco County Schools,,,,,,2.5,4.0,,,,65000,,,open,national,,True,,,,,,,,,[],[],[],"[""business"", ""science"", ""technology"", ""engineering"", ""mathematics""]",[],[],"[""bachelor's degree"", ""accredited non-profit public or private institution in the United States""]","[""United States citizen""]",[],"[""high school senior""]","[""full time""]",[],"Patricia Cole Scholarship Be enrolled full time as a high school senior in the United States Exhibit a strong commitment to pursue and complete a bachelor&rsquo;s degree in business or STEM (science, technology, engineering, or mathematics) at an accredited non-profit public or private institution in the United States immediately after high school graduation Demonstrate critical financial need ($65,000 or lower adjusted gross family income is required) Display integrity and perseverance in overcoming adversity Maintain a minimum grade point average (GPA) of 2.5 Be a United States citizen",Patricia Cole Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,State Scholarship,State of Florida,,,,,,2.0,4.0,,,,65000,,,open,state,,True,,,,True,,,,,[],[],[],[],"[""co-curricular activities"", ""community service activities""]",[],"[""bachelor's degree at an accredited non-profit public or private institution in the United States""]","[""United States citizen""]",[],"[""high school junior""]","[""full time""]",[],"State Scholarship &ndash; Florida Be enrolled full time as a high school junior in Florida Exhibit a strong commitment to pursue and complete a bachelor&rsquo;s degree at an accredited non-profit public or private institution in the United States immediately after high school graduation (students may start their studies at a two-year institution and then transfer to a four-year institution) Demonstrate critical financial need ($65,000 or lower adjusted gross family income is required) Be involved in co-curricular and community service activities Display integrity and perseverance in overcoming adversity Maintain a minimum grade point average (GPA) of 2.0 Be a United States citizen",State Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,Vance Cryer Marine Corps Scholarship,Horatio Alger Association,65000,65000,,Ongoing,,2.5,4.0,,True,,65000,,,open,national,,True,,,,,,,,,[],[],[],[],[],[],"[""accredited non-profit public or private institution in the United States"", ""two-year institution with transfer to four-year institution""]","[""United States citizen""]",[],"[""high school senior""]","[""enrolled full time as a high school senior""]",[],"Vance Cryer Marine Corps Scholarship Be the child of a wounded or deceased United States Marine Be enrolled full time as a high school senior in the United States Exhibit a strong commitment to pursue and complete a bachelor&rsquo;s degree at an accredited non-profit public or private institution in the United States immediately after high school graduation (students may start their studies at a two-year institution and then transfer to a four-year institution) Demonstrate critical financial need ($65,000 or lower adjusted gross family income is required) Display integrity and perseverance in overcoming adversity Maintain a minimum grade point average (GPA) of 2.5 Be a United States citizen Deadline: Ongoing Website: https://horatioalger.org/scholarships-and-services/undergraduate-scholarships/ Category: Additional Information:",Vance Cryer Marine Corps Scholarship,https://www.pasco.k12.fl.us/scholarship_database,Pasco County Schools scholarship database,Pasco,pasco--pasco-county-schools-scholarship-database.txt
award,0.95,Native Forward Scholars Fund,AIGC,,,,,,,,,,,,,,open,national,,,,,,,,,,,[],[],[],[],[],[],[],"[""Native American""]",[],[],"[""undergraduate"", ""graduate"", ""professional""]",[],"Native Forward Scholars Fund &#8211; The largest scholarship providers to Native students in the United States, awarding $15 million in scholarships annually and more than $200 million since inception. For almost 50 years, AIGC has funded students pursing undergraduate, graduate, and professional degrees in any field of study at any accredited institution of choice, working with over 500 tribes in all 50 states. Cirkled In – A secure, FREE platform for students to create an electronic portfolio showcasing their holistic skills and achievements to get discovered by colleges and increase success rate for applications. Enter to Win a $2500 Scholarship by creating a free account on www.cirkledin.com and clicking the apply now button.",Native Forward Scholars Fund,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.95,"Withlacoochee River Electric Cooperative, Inc. Scholarship","Withlacoochee River Electric Cooperative, Inc.",,,,3/1/26,,2.0,4.0,,,,,,,members_only,county,,,,,,True,True,,,,[],[],[],[],[],[],"[""in-state college"", ""in-state university"", ""in-state technical school""]",[],[],"[""high school senior""]","[""full time (minimum of 12 credit hours per semester)""]",[],"Inc. Scholarship-Due 3/1/26 Successful Candidates Must: Be the dependent of a Withlacoochee River Electric Cooperative, Inc., Member. Be a high school senior and maintain a minimum 2.0 GPA. Be a bona fide resident within the service area of Withlacoochee River Electric Cooperative, Inc., for at least one year prior to December 31st. Plan to attend an in-state college, university or technical school full time (minimum of 12 credit hours per semester). Schools must be accredited by one of the six regional accrediting institutions, such as SACS, recognized by the Council on Higher Education Accreditation. If the institution is a technical school, it should be accredited by the Council on Occupational Education or its equivalent. Maintain a 2.0 GPA each term (or higher if mandated by the institution) to maintain eligibility.",Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.85,WREC Scholarship,"Tampa Metropolitan Alumnae Chapter of Delta Sigma Theta Sorority, Inc.",,,,3/8/26,,,,,,,,,,,city,,,,,,,,,,,[],"[""Tampa""]",[],[],[],[],[],[],[],[],[],[],"WREC Scholarship Application 2026 Download Tampa Metropolitan Alumnae Chapter of Delta Sigma Theta Sorority, Inc. 2026 Scholarships-Due 3/8/26 The Tampa Metropolitan Alumnae Chapter (TMAC) of Delta Sigma Theta Sorority, Inc. is pleased to announce our 2026 Scholarships Program applications are now open. Submission Deadline: March 8, 2025 Scholarships – Tampa Metropolitan",WREC Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.85,Trinity Scholarship,Rotary Club of Trinity,,,,"March 25, 2026",,,,,,,,,,,,,,,,,,,,,,[],"[""Trinity""]",[],[],[],[],[],[],[],[],[],[],"Trinity Scholarship-Due 3/25/26 Deadline Date for Application Submission: March 25, 2026 The Rotary Club of Trinity is accepting applications for scholarships in 2026. Please note the following:",Trinity Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
award,0.92,Trinity Rotary Scholarship,Rotary Club of Trinity,,,,"March 25th, 2026",,,,,,,,,,open,city,,,,,,,,,,,[],"[""New Port Richey, FL""]",[],[],[],[],[],[],[],[],[],[],"Trinity Rotary Scholarship App 2026 Download All applications must be sent by US Postal Service to the address below (applications sent via email will not be accepted). The Rotary Club of Trinity Post Office Box 238 New Port Richey, FL 34656 All applications must be postmarked on or before March 25th, 2026 in order to be accepted. Applications must be accompanied by all requested documentation (pg. 2). All statements made on the application are considered confidential and are provided only to the Rotary Club of",Trinity Rotary Scholarship,https://connectplus.pasco.k12.fl.us/asimons/local-and-degree-specific-scholarships/,Pasco Schools - Zephyrhills HS college & career centre,Pasco,pasco--pasco-schools-zephyrhills-hs-college-career-centre.txt
