priority,score,name,display_name,chapter_resolved,search_query,city,county,ein,assets,revenue,ntee,files_990pf,signals,verified,has_website,program_url,award_amount,deadline,eligibility,apply_via,platform,beneficiary_scope,notes
D,30,JOHN KRUSZ FOUNDATION INC,JOHN KRUSZ FOUNDATION INC,,"""JOHN KRUSZ FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,205522138,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,DWYANE WADE FAMILY FOUNDATION INC,DWYANE WADE FAMILY FOUNDATION INC,,"""DWYANE WADE FAMILY FOUNDATION INC"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,208765440,0,0,T99,,ntee-grantmaker:T99;name:foundation,,,,,,,,,,
D,30,GAITA COMMUNITY ENHANCEMENT FOUNDATION INC,GAITA COMMUNITY ENHANCEMENT FOUNDATION INC,,"""GAITA COMMUNITY ENHANCEMENT FOUNDATION INC"" North Bay Village FL scholarship application",North Bay Village,Miami-Dade,208988947,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,INFANTIS SANUM FOUNDATION INC,INFANTIS SANUM FOUNDATION INC,,"""INFANTIS SANUM FOUNDATION INC"" Key Biscayne FL scholarship application",Key Biscayne,Miami-Dade,260063003,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,TYLER GOLDBERG FOUNDATION INC,TYLER GOLDBERG FOUNDATION INC,,"""TYLER GOLDBERG FOUNDATION INC"" Coral Springs FL scholarship application",Coral Springs,Broward,260143060,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,PEDIATRIC ANGEL FOUNDATION INC,PEDIATRIC ANGEL FOUNDATION INC,,"""PEDIATRIC ANGEL FOUNDATION INC"" Coral Springs FL scholarship application",Coral Springs,Broward,260221441,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,CENTENNIAL CHARITABLE FOUNDATION INC,CENTENNIAL CHARITABLE FOUNDATION INC,,"""CENTENNIAL CHARITABLE FOUNDATION INC"" Pompano Beach FL scholarship application",Pompano Beach,Broward,261222718,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,THE HOPE TREE FOUNDATION INC,THE HOPE TREE FOUNDATION INC,,"""THE HOPE TREE FOUNDATION INC"" West Palm Beach FL scholarship application",West Palm Beach,Palm Beach,261494420,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,TICO TORRES CHILDREN FOUNDATION INC,TICO TORRES CHILDREN FOUNDATION INC,,"""TICO TORRES CHILDREN FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,262904805,0,0,T310,,ntee-grantmaker:T310;name:foundation,,,,,,,,,,
D,30,HOPE FOR THE HOPELESS FOUNDATION INC,HOPE FOR THE HOPELESS FOUNDATION INC,,"""HOPE FOR THE HOPELESS FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,263151519,0,0,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,,
D,30,SCHNELLENBERGER FAMILY FOUNDATION INC,SCHNELLENBERGER FAMILY FOUNDATION INC,,"""SCHNELLENBERGER FAMILY FOUNDATION INC"" Delray Beach FL scholarship application",Delray Beach,Palm Beach,263260793,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,PASOS DE ESPERANZA FOUNDATION INCORPORATED,PASOS DE ESPERANZA FOUNDATION INCORPORATED,,"""PASOS DE ESPERANZA FOUNDATION INCORPORATED"" Aventura FL scholarship application",Aventura,Miami-Dade,271519309,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,MBVB LIONS FOUNDATION INC,MBVB LIONS FOUNDATION INC,,"""MBVB LIONS FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,271651210,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,DEVILDOG CHARITIES FOUNDATION,DEVILDOG CHARITIES FOUNDATION,,"""DEVILDOG CHARITIES FOUNDATION"" Jupiter FL scholarship application",Jupiter,Palm Beach,272856582,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,X FAMILY FOUNDATION,X FAMILY FOUNDATION,,"""X FAMILY FOUNDATION"" South Miami FL scholarship application",South Miami,Miami-Dade,273026352,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,THE CARYL LOUIS BOIES MEMORIAL FOUNDATION INC,THE CARYL LOUIS BOIES MEMORIAL FOUNDATION INC,,"""THE CARYL LOUIS BOIES MEMORIAL FOUNDATION INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,300692504,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,HIMMEL ANTON FOUNDATION INC,HIMMEL ANTON FOUNDATION INC,,"""HIMMEL ANTON FOUNDATION INC"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,320208732,0,0,T23,,ntee-grantmaker:T23;name:foundation,,,,,,,,,,
D,30,VEE CHARITABLE FOUNDATION,VEE CHARITABLE FOUNDATION,,"""VEE CHARITABLE FOUNDATION"" Miami FL scholarship application",Miami,Miami-Dade,320777843,0,0,T99,,ntee-grantmaker:T99;name:foundation,,,,,,,,,,
D,30,GLOBAL PEACE FOR ISRAEL CORP,GLOBAL PEACE FOR ISRAEL CORP,,"""GLOBAL PEACE FOR ISRAEL CORP"" North Miami FL scholarship application",North Miami,Miami-Dade,331289189,0,0,Q40,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,MAHOGANY ALLIANCE FOUNDATION,MAHOGANY ALLIANCE FOUNDATION,,"""MAHOGANY ALLIANCE FOUNDATION"" Miami FL scholarship application",Miami,Miami-Dade,331354409,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,KOZY KOVE INCORPORATED,KOZY KOVE INCORPORATED,,"""KOZY KOVE INCORPORATED"" Plantation FL scholarship application",Plantation,Broward,331404344,0,0,M20,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,COLLETTE TSYGANOV NPO,COLLETTE TSYGANOV NPO,,"""COLLETTE TSYGANOV NPO"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,331513101,0,0,T50,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,RITA GISELLE CREATING A LEGACY FOUNDATION INC,RITA GISELLE CREATING A LEGACY FOUNDATION INC,,"""RITA GISELLE CREATING A LEGACY FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,331542628,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,JAMES LAGOULIS CHARITABLE FOUNDATION INC,JAMES LAGOULIS CHARITABLE FOUNDATION INC,,"""JAMES LAGOULIS CHARITABLE FOUNDATION INC"" West Palm Beach FL scholarship application",West Palm Beach,Palm Beach,331730831,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,HAPPY HEARTS FOR KIDS CORPORATION,HAPPY HEARTS FOR KIDS CORPORATION,,"""HAPPY HEARTS FOR KIDS CORPORATION"" Delray Beach FL scholarship application",Delray Beach,Palm Beach,332035248,0,0,A60,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,CENTER FOR NEUROLOGIC STUDIES OF AMERICA INC,CENTER FOR NEUROLOGIC STUDIES OF AMERICA INC,,"""CENTER FOR NEUROLOGIC STUDIES OF AMERICA INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,332300074,0,0,H48,Y,files-990PF;private-foundation:03,,,,,,,,,,
D,30,PAN AMERICAN KARATE FEDERATION INC,PAN AMERICAN KARATE FEDERATION INC,,"""PAN AMERICAN KARATE FEDERATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,332320195,0,0,O03,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,BETHESDA CLINIC FOUNDATION INC,BETHESDA CLINIC FOUNDATION INC,,"""BETHESDA CLINIC FOUNDATION INC"" Hollywood FL scholarship application",Hollywood,Broward,332365479,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,UNSIN INCORPORATED,UNSIN INCORPORATED,,"""UNSIN INCORPORATED"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,332425578,0,0,A23,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,DMC FAMILY FOUNDATION INC,DMC FAMILY FOUNDATION INC,,"""DMC FAMILY FOUNDATION INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,332448804,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,MICHAEL B SMITH FOUNDATION,MICHAEL B SMITH FOUNDATION,,"""MICHAEL B SMITH FOUNDATION"" Lake Worth FL scholarship application",Lake Worth,Palm Beach,332575932,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,STREET SAVVY CAT RESCUE INC,STREET SAVVY CAT RESCUE INC,,"""STREET SAVVY CAT RESCUE INC"" Miami FL scholarship application",Miami,Miami-Dade,332664578,0,0,D20,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,CONSUELO GUMA FOUNDATION INC,CONSUELO GUMA FOUNDATION INC,,"""CONSUELO GUMA FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,332901905,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,MALZONI FOUNDATION INC,MALZONI FOUNDATION INC,,"""MALZONI FOUNDATION INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,332935656,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,FAITH & FRUIT INC,FAITH & FRUIT INC,,"""FAITH & FRUIT INC"" Doral FL scholarship application",Doral,Miami-Dade,333306017,0,0,E12,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,GIVING LEGACY,GIVING LEGACY,,"""GIVING LEGACY"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,333549957,0,0,I12,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,URBAN FISHERMAN COMMUNITY OUTREACH INC,URBAN FISHERMAN COMMUNITY OUTREACH INC,,"""URBAN FISHERMAN COMMUNITY OUTREACH INC"" Cutler Bay FL scholarship application",Cutler Bay,Miami-Dade,333582057,0,0,K30,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,CURTAIN CALL CLOSET,CURTAIN CALL CLOSET,,"""CURTAIN CALL CLOSET"" Davie FL scholarship application",Davie,Broward,333762836,0,0,A62,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,ABA PROVIDER ADVOCACY ALLIANCE,ABA PROVIDER ADVOCACY ALLIANCE,,"""ABA PROVIDER ADVOCACY ALLIANCE"" Miami FL scholarship application",Miami,Miami-Dade,333841962,0,0,J05,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,DEITCHMAN FOUNDATION INC,DEITCHMAN FOUNDATION INC,,"""DEITCHMAN FOUNDATION INC"" Oakland Park FL scholarship application",Oakland Park,Broward,333939367,0,0,T22,,ntee-grantmaker:T22;name:foundation,,,,,,,,,,
D,30,SIDNEY RITKES FOUNDATION,SIDNEY RITKES FOUNDATION,,"""SIDNEY RITKES FOUNDATION"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,333996768,0,0,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,,
D,30,ZERO TOLERANCE FTL INC,ZERO TOLERANCE FTL INC,,"""ZERO TOLERANCE FTL INC"" Lauderhill FL scholarship application",Lauderhill,Broward,334024307,0,0,S80,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,FREEDOM WORDS INTERNATIONAL A DIVISION OF SPIVEY INC,FREEDOM WORDS INTERNATIONAL A DIVISION OF SPIVEY INC,,"""FREEDOM WORDS INTERNATIONAL A DIVISION OF SPIVEY INC"" Palmetto Bay FL scholarship application",Palmetto Bay,Miami-Dade,334083567,0,0,A23,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,FRIENDLY XXV INC,FRIENDLY XXV INC,,"""FRIENDLY XXV INC"" Golden Beach FL scholarship application",Golden Beach,Miami-Dade,334281948,0,0,F30,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,AMIGAS POR VENEZUELA USA INC,AMIGAS POR VENEZUELA USA INC,,"""AMIGAS POR VENEZUELA USA INC"" Miramar FL scholarship application",Miramar,Broward,334299376,0,0,P60,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,GIVE AND GET FOUNDATION INC,GIVE AND GET FOUNDATION INC,,"""GIVE AND GET FOUNDATION INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,334434185,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,FORWORD MINISTRIES INCORPORATED,FORWORD MINISTRIES INCORPORATED,,"""FORWORD MINISTRIES INCORPORATED"" Miami FL scholarship application",Miami,Miami-Dade,334575274,0,0,X20,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,A I C MIAMI INC,A I C MIAMI INC,,"""A I C MIAMI INC"" Miami FL scholarship application",Miami,Miami-Dade,334801681,0,0,A20,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,DWELL HOLY SPIRIT INC,DWELL HOLY SPIRIT INC,,"""DWELL HOLY SPIRIT INC"" Lauderhill FL scholarship application",Lauderhill,Broward,335010427,0,0,X20,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,OASIS INSTITUTE FOUNDATION INC,OASIS INSTITUTE FOUNDATION INC,,"""OASIS INSTITUTE FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,352379268,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,PATRONATO INCA A C CORP,PATRONATO INCA A C CORP,,"""PATRONATO INCA A C CORP"" Fort Lauderdale FL scholarship application",Fort Lauderdale,Broward,352674392,0,0,P99,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,LIVING HOPE FOUNDATION INC,LIVING HOPE FOUNDATION INC,,"""LIVING HOPE FOUNDATION INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,371825261,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,FRIENDS UNITED INC,FRIENDS UNITED INC,,"""FRIENDS UNITED INC"" Miami FL scholarship application",Miami,Miami-Dade,372099458,0,0,E60,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,RESTING AT HOME CORP,RESTING AT HOME CORP,,"""RESTING AT HOME CORP"" Miami FL scholarship application",Miami,Miami-Dade,384345567,0,0,A70,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,BAKE & SERVE INC,BAKE & SERVE INC,,"""BAKE & SERVE INC"" Loxahatchee FL scholarship application",Loxahatchee,Palm Beach,392169966,0,0,P20,Y,files-990PF;private-foundation:03,,,,,,,,,,
D,30,COBRAS WBT PR CORP,COBRAS WBT PR CORP,,"""COBRAS WBT PR CORP"" Lake Worth FL scholarship application",Lake Worth,Palm Beach,392399143,0,0,N63,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,BRAVOPLUS INC,BRAVOPLUS INC,,"""BRAVOPLUS INC"" Homestead FL scholarship application",Homestead,Miami-Dade,392411700,0,0,A23,Y,files-990PF;private-foundation:03,,,,,,,,,,
D,30,YPO TRAVEL COMMUNITY INC,YPO TRAVEL COMMUNITY INC,,"""YPO TRAVEL COMMUNITY INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,392532532,0,0,S20,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,PERMENTER PROMISE INC,PERMENTER PROMISE INC,,"""PERMENTER PROMISE INC"" Wellington FL scholarship application",Wellington,Palm Beach,392850591,0,0,L99,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,NICARAGUAN AMERICAN LAWYERS ASSOCIATION INC,NICARAGUAN AMERICAN LAWYERS ASSOCIATION INC,,"""NICARAGUAN AMERICAN LAWYERS ASSOCIATION INC"" Doral FL scholarship application",Doral,Miami-Dade,392960396,0,0,I03,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,RUBY & STANFORD GIVING FOUNDATION,RUBY & STANFORD GIVING FOUNDATION,,"""RUBY & STANFORD GIVING FOUNDATION"" Miramar FL scholarship application",Miramar,Broward,392975366,0,0,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,,
D,30,CROWDED FOUNDATION,CROWDED FOUNDATION,,"""CROWDED FOUNDATION"" Fort Lauderdale FL scholarship application",Fort Lauderdale,Broward,393146232,0,0,T21,,ntee-grantmaker:T21;name:foundation,,,,,,,,,,
D,30,NATIONAL ASSN OF PROFESSIONAL MORTGAGE WOMEN,NATIONAL ASSN OF PROFESSIONAL MORTGAGE WOMEN,,"""NATIONAL ASSN OF PROFESSIONAL MORTGAGE WOMEN"" Weston FL scholarship application",Weston,Broward,393213065,0,0,I03,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,YAD ELIYAHU INC,YAD ELIYAHU INC,,"""YAD ELIYAHU INC"" Hollywood FL scholarship application",Hollywood,Broward,393382560,0,0,X30,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,CLUDMASTER INC,CLUDMASTER INC,,"""CLUDMASTER INC"" Miami FL scholarship application",Miami,Miami-Dade,393457270,0,0,N63,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,2075 FUND,2075 FUND,,"""2075 FUND"" Miami FL scholarship application",Miami,Miami-Dade,393561747,0,0,A25,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,KAZAKH CULTURAL ASSOCIATION INC,KAZAKH CULTURAL ASSOCIATION INC,,"""KAZAKH CULTURAL ASSOCIATION INC"" Wellington FL scholarship application",Wellington,Palm Beach,393771816,0,0,A30,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,AUTISM 911 HELPLINE CORP,AUTISM 911 HELPLINE CORP,,"""AUTISM 911 HELPLINE CORP"" Miami FL scholarship application",Miami,Miami-Dade,393774856,0,0,E60,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,PINK FOR A PURPOSE,PINK FOR A PURPOSE,,"""PINK FOR A PURPOSE"" Parkland FL scholarship application",Parkland,Broward,393933808,0,0,T50,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,OHRYA FOUNDATION INC,OHRYA FOUNDATION INC,,"""OHRYA FOUNDATION INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,394301898,0,0,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,,
D,30,CMC MENTORING MIRACLES CORP,CMC MENTORING MIRACLES CORP,,"""CMC MENTORING MIRACLES CORP"" Surfside FL scholarship application",Surfside,Miami-Dade,394984598,0,0,O01,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,NINEARTSLESSONS COLLECTIVE,NINEARTSLESSONS COLLECTIVE,,"""NINEARTSLESSONS COLLECTIVE"" North Miami FL scholarship application",North Miami,Miami-Dade,395037960,0,0,A25,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,AHARAI NORTH AMERICA FOUNDATION,AHARAI NORTH AMERICA FOUNDATION,,"""AHARAI NORTH AMERICA FOUNDATION"" North Miami FL scholarship application",North Miami,Miami-Dade,412703767,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,WELL SHE ISNT RECORDS INC,WELL SHE ISNT RECORDS INC,,"""WELL SHE ISNT RECORDS INC"" Parkland FL scholarship application",Parkland,Broward,412746522,0,0,A12,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,MOROCCAN AMERICAN COUNCIL ASSOCIATI ON OF SOUTH FLORIDA CORP,MOROCCAN AMERICAN COUNCIL ASSOCIATI ON OF SOUTH FLORIDA CORP,,"""MOROCCAN AMERICAN COUNCIL ASSOCIATI ON OF SOUTH FLORIDA CORP"" Miami Shores FL scholarship application",Miami Shores,Miami-Dade,412779720,0,0,A20,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,UNANIMOUS 4 CHRIST INC,UNANIMOUS 4 CHRIST INC,,"""UNANIMOUS 4 CHRIST INC"" Miami FL scholarship application",Miami,Miami-Dade,413074108,0,0,P20,Y,files-990PF;private-foundation:03,,,,,,,,,,
D,30,CURE DR PROJECT INC,CURE DR PROJECT INC,,"""CURE DR PROJECT INC"" Boynton Beach FL scholarship application",Boynton Beach,Palm Beach,413114578,0,0,I23,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,WHOLE HEART VILLAGE,WHOLE HEART VILLAGE,,"""WHOLE HEART VILLAGE"" Atlantis FL scholarship application",Atlantis,Palm Beach,413230281,0,0,R24,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,SMILEYS WORLD,SMILEYS WORLD,,"""SMILEYS WORLD"" Cutler Bay FL scholarship application",Cutler Bay,Miami-Dade,413576318,0,0,S01,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,COMMUNITY BRIDGE FOUNDATION,COMMUNITY BRIDGE FOUNDATION,,"""COMMUNITY BRIDGE FOUNDATION"" Riviera Beach FL scholarship application",Riviera Beach,Palm Beach,413735026,0,0,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,,
D,30,PET SUPERMARKET FOUNDATION,PET SUPERMARKET FOUNDATION,,"""PET SUPERMARKET FOUNDATION"" Sunrise FL scholarship application",Sunrise,Broward,413837093,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,FRIENDS OF JOHN PAUL JONES,FRIENDS OF JOHN PAUL JONES,,"""FRIENDS OF JOHN PAUL JONES"" Boynton Beach FL scholarship application",Boynton Beach,Palm Beach,413907011,0,0,A82,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,FIFA FOUNDATION USA,FIFA FOUNDATION USA,,"""FIFA FOUNDATION USA"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,414498938,0,0,T99,,ntee-grantmaker:T99;name:foundation,,,,,,,,,,
D,30,STICKS AND STUFFIES,STICKS AND STUFFIES,,"""STICKS AND STUFFIES"" Miami FL scholarship application",Miami,Miami-Dade,414537800,0,0,P30,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,NEXTSTEP HEALTH SOLUTIONS INC,NEXTSTEP HEALTH SOLUTIONS INC,,"""NEXTSTEP HEALTH SOLUTIONS INC"" Boynton Beach FL scholarship application",Boynton Beach,Palm Beach,414814475,0,0,E70,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,PULISIC FOUNDATION INC,PULISIC FOUNDATION INC,,"""PULISIC FOUNDATION INC"" Lake Worth FL scholarship application",Lake Worth,Palm Beach,414902033,0,0,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,,
D,30,YOU PEOPLE FOUNDATION INC,YOU PEOPLE FOUNDATION INC,,"""YOU PEOPLE FOUNDATION INC"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,415130459,0,0,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,,
D,30,MNW CLASS OF 1998 FOUNDATION INC,MNW CLASS OF 1998 FOUNDATION INC,,"""MNW CLASS OF 1998 FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,415171146,0,0,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,,
D,30,MORRIS STEIN FOUNDATION INC,MORRIS STEIN FOUNDATION INC,,"""MORRIS STEIN FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,421765076,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,EBENEZER BAPTIST CHURCH OF BOYNTON BEACH,EBENEZER BAPTIST CHURCH OF BOYNTON BEACH,,"""EBENEZER BAPTIST CHURCH OF BOYNTON BEACH"" Boynton Beach FL scholarship application",Boynton Beach,Palm Beach,450538300,0,0,X20,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,OUTSIDE THE HUDDLE FOUNDATION INC,OUTSIDE THE HUDDLE FOUNDATION INC,,"""OUTSIDE THE HUDDLE FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,452076793,0,0,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,,
D,30,BUSTAMANTE ROSETTI FOUNDATION INC,BUSTAMANTE ROSETTI FOUNDATION INC,,"""BUSTAMANTE ROSETTI FOUNDATION INC"" Weston FL scholarship application",Weston,Broward,453120823,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,STARS FOR ARTISTS INC,STARS FOR ARTISTS INC,,"""STARS FOR ARTISTS INC"" Miami FL scholarship application",Miami,Miami-Dade,453184736,0,0,A62,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,GIFTS FROM JADA FOUNDATION INC,GIFTS FROM JADA FOUNDATION INC,,"""GIFTS FROM JADA FOUNDATION INC"" Coral Springs FL scholarship application",Coral Springs,Broward,453864829,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,DAVIE POLICE MEMORIAL FOUNDATION,DAVIE POLICE MEMORIAL FOUNDATION,,"""DAVIE POLICE MEMORIAL FOUNDATION"" Davie FL scholarship application",Davie,Broward,454010518,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,FOUNDATION OF LOVE INC,FOUNDATION OF LOVE INC,,"""FOUNDATION OF LOVE INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,454340099,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,MY VETERANS HOME INCORPORATED,MY VETERANS HOME INCORPORATED,,"""MY VETERANS HOME INCORPORATED"" Miramar FL scholarship application",Miramar,Broward,461544231,0,0,W30,Y,files-990PF;private-foundation:03,,,,,,,,,,
D,30,MISSIONARY SOCIETY OF THE REDEEMER MOTHER INC,MISSIONARY SOCIETY OF THE REDEEMER MOTHER INC,,"""MISSIONARY SOCIETY OF THE REDEEMER MOTHER INC"" Loxahatchee FL scholarship application",Loxahatchee,Palm Beach,463742954,0,0,X22,Y,files-990PF;private-foundation:04,,,,,,,,,,
D,30,JRC CHARITABLE FOUNDATION INC,JRC CHARITABLE FOUNDATION INC,,"""JRC CHARITABLE FOUNDATION INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,465137962,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,MAKE YOUR OWN PEACE FOUNDATION INC,MAKE YOUR OWN PEACE FOUNDATION INC,,"""MAKE YOUR OWN PEACE FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,472010803,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,PINOSTRONG FOUNDATION INC,PINOSTRONG FOUNDATION INC,,"""PINOSTRONG FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,472119391,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,,
D,30,MANNY ALVAREZ FOUNDATION INC,MANNY ALVAREZ FOUNDATION INC,,"""MANNY ALVAREZ FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,472229137,0,0,T21,,ntee-grantmaker:T21;name:foundation,,,,,,,,,,
D,30,RASHAD JENNINGS FOUNDATION INC,RASHAD JENNINGS FOUNDATION INC,,"""RASHAD JENNINGS FOUNDATION INC"" Plantation FL scholarship application",Plantation,Broward,473698227,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
D,30,TE DOY FOUNDATION,TE DOY FOUNDATION,,"""TE DOY FOUNDATION"" Miami FL scholarship application",Miami,Miami-Dade,474291313,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,,
