priority,score,name,display_name,chapter_resolved,search_query,city,county,ein,assets,revenue,ntee,files_990pf,signals,verified,has_website,program_url,award_amount,deadline,eligibility,apply_via,platform,notes
D,30,YE MYSTIC KREWE OF SANTA MARGARITA FOUNDATION INC,YE MYSTIC KREWE OF SANTA MARGARITA FOUNDATION INC,,"""YE MYSTIC KREWE OF SANTA MARGARITA FOUNDATION INC"" Clearwater FL scholarship application",Clearwater,Pinellas,201579328,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,HILLSBOROUGH COUNTY SCHOOLS-BROWARD ELEM,HILLSBOROUGH COUNTY SCHOOLS-BROWARD ELEM,,"""HILLSBOROUGH COUNTY SCHOOLS-BROWARD ELEM"" Tampa FL scholarship application",Tampa,Hillsborough,237102343,0,0,E01,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,PAUL SCHULTE FOUNDATION INC,PAUL SCHULTE FOUNDATION INC,,"""PAUL SCHULTE FOUNDATION INC"" Oneco FL scholarship application",Oneco,Manatee,261201470,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,BILLY TURNEY FOUNDATION INC,BILLY TURNEY FOUNDATION INC,,"""BILLY TURNEY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,261796644,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,CHRISTOPHER SERVICES FOUNDATION INC,CHRISTOPHER SERVICES FOUNDATION INC,,"""CHRISTOPHER SERVICES FOUNDATION INC"" Valrico FL scholarship application",Valrico,Hillsborough,263145648,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,LIFT HEALTH ORGANIZATION,LIFT HEALTH ORGANIZATION,,"""LIFT HEALTH ORGANIZATION"" Tampa FL scholarship application",Tampa,Hillsborough,263343850,0,0,P40,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,CHILDRENS BOARD FOUNDATION INC,CHILDRENS BOARD FOUNDATION INC,,"""CHILDRENS BOARD FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,263822469,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,SAVE A LEG SAVE A LIFE FOUNDATION INC,SAVE A LEG SAVE A LIFE FOUNDATION INC,,"""SAVE A LEG SAVE A LIFE FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,320467696,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,RHAPSODY OF EXPERIENCES YOUTH & WOMEN EMPOWERMENT FOUNDATION INC,RHAPSODY OF EXPERIENCES YOUTH & WOMEN EMPOWERMENT FOUNDATION INC,,"""RHAPSODY OF EXPERIENCES YOUTH & WOMEN EMPOWERMENT FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,320752989,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,PINNACLE FAMILY RESTORATION ADVENTURE INC,PINNACLE FAMILY RESTORATION ADVENTURE INC,,"""PINNACLE FAMILY RESTORATION ADVENTURE INC"" Zephyrhills FL scholarship application",Zephyrhills,Pasco,331524406,0,0,M20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,DAUGHTERS OF FATBACK INITIATIVE,DAUGHTERS OF FATBACK INITIATIVE,,"""DAUGHTERS OF FATBACK INITIATIVE"" Wesley Chapel FL scholarship application",Wesley Chapel,Pasco,331768302,0,0,E60,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,MOTHER TERESA OUTREACH INC,MOTHER TERESA OUTREACH INC,,"""MOTHER TERESA OUTREACH INC"" Brandon FL scholarship application",Brandon,Hillsborough,332343753,0,0,P30,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,ASHES TO EXODUS CORPORATION,ASHES TO EXODUS CORPORATION,,"""ASHES TO EXODUS CORPORATION"" Odessa FL scholarship application",Odessa,Hillsborough,332491581,0,0,P43,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,IMPERIAL ELITE ATHLETICS INC,IMPERIAL ELITE ATHLETICS INC,,"""IMPERIAL ELITE ATHLETICS INC"" Tampa FL scholarship application",Tampa,Hillsborough,332636682,0,0,O51,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,THE THOMAS SCOTT CAWLEY FOUNDATION,THE THOMAS SCOTT CAWLEY FOUNDATION,,"""THE THOMAS SCOTT CAWLEY FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,332821687,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,OTO ANGELS INC,OTO ANGELS INC,,"""OTO ANGELS INC"" Pinellas Park FL scholarship application",Pinellas Park,Pinellas,333086433,0,0,E99,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,SUAREZ LOYALTY FOUNDATION INC,SUAREZ LOYALTY FOUNDATION INC,,"""SUAREZ LOYALTY FOUNDATION INC"" Safety Harbor FL scholarship application",Safety Harbor,Pinellas,333183106,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,CHOSEN BY GODS GRACE INC,CHOSEN BY GODS GRACE INC,,"""CHOSEN BY GODS GRACE INC"" Riverview FL scholarship application",Riverview,Hillsborough,333252163,0,0,X99,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,DO GOOD & SHINE BRIGHTLY FOUNDATION,DO GOOD & SHINE BRIGHTLY FOUNDATION,,"""DO GOOD & SHINE BRIGHTLY FOUNDATION"" St Petersburg FL scholarship application",St Petersburg,Pinellas,333457274,0,0,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,
D,30,GEODE FOUNDATION,GEODE FOUNDATION,,"""GEODE FOUNDATION"" Clearwater FL scholarship application",Clearwater,Pinellas,333511060,0,0,T22,,ntee-grantmaker:T22;name:foundation,,,,,,,,,
D,30,DONOVANS 2ND CHANCE RANCH INCORPORATED,DONOVANS 2ND CHANCE RANCH INCORPORATED,,"""DONOVANS 2ND CHANCE RANCH INCORPORATED"" Hudson FL scholarship application",Hudson,Pasco,333725897,0,0,D20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,PHRIENDLY HELPING EMERGENCY MUTUAL AID INC,PHRIENDLY HELPING EMERGENCY MUTUAL AID INC,,"""PHRIENDLY HELPING EMERGENCY MUTUAL AID INC"" Saint Pete Beach FL scholarship application",Saint Pete Beach,Pinellas,333808907,0,0,P20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,BOOKS WITHOUT BORDERS,BOOKS WITHOUT BORDERS,,"""BOOKS WITHOUT BORDERS"" Tampa FL scholarship application",Tampa,Hillsborough,333887959,0,0,Q30,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,TAMPA SHIPBUILDERS FC,TAMPA SHIPBUILDERS FC,,"""TAMPA SHIPBUILDERS FC"" Land O Lakes FL scholarship application",Land O Lakes,Pasco,333990869,0,0,N64,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,PAUL AND BRENDA FINORA FAMILY FOUNDATION INC,PAUL AND BRENDA FINORA FAMILY FOUNDATION INC,,"""PAUL AND BRENDA FINORA FAMILY FOUNDATION INC"" San Antonio FL scholarship application",San Antonio,Pasco,334058115,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,SEMINOLE SEAHAWKS FOOTBALL AND CHEER,SEMINOLE SEAHAWKS FOOTBALL AND CHEER,,"""SEMINOLE SEAHAWKS FOOTBALL AND CHEER"" Seminole FL scholarship application",Seminole,Pinellas,334626761,0,0,N65,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,LA GENTE DEL BARRIO FOUNDATION,LA GENTE DEL BARRIO FOUNDATION,,"""LA GENTE DEL BARRIO FOUNDATION"" Odessa FL scholarship application",Odessa,Hillsborough,334650476,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,GLOBAL HARVEST & REVIVAL MINISTRIES INC,GLOBAL HARVEST & REVIVAL MINISTRIES INC,,"""GLOBAL HARVEST & REVIVAL MINISTRIES INC"" Ruskin FL scholarship application",Ruskin,Hillsborough,334797464,0,0,X20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,CREATING POSSIBILITIES INC,CREATING POSSIBILITIES INC,,"""CREATING POSSIBILITIES INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,372185000,0,0,S30,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,SURE AND STEADFAST FOUNDATION INCORPORATED,SURE AND STEADFAST FOUNDATION INCORPORATED,,"""SURE AND STEADFAST FOUNDATION INCORPORATED"" Sarasota FL scholarship application",Sarasota,Sarasota,392119860,0,0,T99,,ntee-grantmaker:T99;name:foundation,,,,,,,,,
D,30,ETERNAL COVENANT FOOD PANTRY,ETERNAL COVENANT FOOD PANTRY,,"""ETERNAL COVENANT FOOD PANTRY"" Parrish FL scholarship application",Parrish,Manatee,392184826,0,0,K31,Y,files-990PF;private-foundation:03,,,,,,,,,
D,30,FRANKENBERRY FAMILY RESCUE INCORPORATED,FRANKENBERRY FAMILY RESCUE INCORPORATED,,"""FRANKENBERRY FAMILY RESCUE INCORPORATED"" Odessa FL scholarship application",Odessa,Hillsborough,392484304,0,0,D20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,CLEATS2PLAY INC,CLEATS2PLAY INC,,"""CLEATS2PLAY INC"" Seminole FL scholarship application",Seminole,Pinellas,392715813,0,0,P30,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,LIVING STONE HOMES,LIVING STONE HOMES,,"""LIVING STONE HOMES"" Parrish FL scholarship application",Parrish,Manatee,393318448,0,0,L20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,THE GOOD FIGHT MISSION INC,THE GOOD FIGHT MISSION INC,,"""THE GOOD FIGHT MISSION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,393843568,0,0,X20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,PINELLAS COUNTY FIREFIGHTER SURVIVA L & RESCUE TRAINING INC,PINELLAS COUNTY FIREFIGHTER SURVIVA L & RESCUE TRAINING INC,,"""PINELLAS COUNTY FIREFIGHTER SURVIVA L & RESCUE TRAINING INC"" Land O Lakes FL scholarship application",Land O Lakes,Pasco,394404124,0,0,M40,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,HEART OF JUNIPER INC,HEART OF JUNIPER INC,,"""HEART OF JUNIPER INC"" Sarasota FL scholarship application",Sarasota,Sarasota,394473442,0,0,O20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,EVERY TRIBE INC,EVERY TRIBE INC,,"""EVERY TRIBE INC"" Hudson FL scholarship application",Hudson,Pasco,395101442,0,0,X20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,H R & K A DOMBROWSKI CHAR FDN TR 10 02 2024,H R & K A DOMBROWSKI CHAR FDN TR 10 02 2024,,"""H R & K A DOMBROWSKI CHAR FDN TR 10 02 2024"" Sarasota FL scholarship application",Sarasota,Sarasota,396820793,0,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,TBF FOUNDATION CORP,TBF FOUNDATION CORP,,"""TBF FOUNDATION CORP"" Wimauma FL scholarship application",Wimauma,Hillsborough,412599202,0,0,T23,,ntee-grantmaker:T23;name:foundation,,,,,,,,,
D,30,KATHRYN J MEREDITH CHARITABLE FOUND ATION INC,KATHRYN J MEREDITH CHARITABLE FOUND ATION INC,,"""KATHRYN J MEREDITH CHARITABLE FOUND ATION INC"" Palmetto FL scholarship application",Palmetto,Manatee,412954071,0,0,P20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,DUNEDIN YOUTH BOWLING CLUB,DUNEDIN YOUTH BOWLING CLUB,,"""DUNEDIN YOUTH BOWLING CLUB"" Dunedin FL scholarship application",Dunedin,Pinellas,413816759,0,0,N60,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,TECO OUTAGE AND PROJECT MANAGEMENT,TECO OUTAGE AND PROJECT MANAGEMENT,,"""TECO OUTAGE AND PROJECT MANAGEMENT"" Gibsonton FL scholarship application",Gibsonton,Hillsborough,413876471,0,0,W11,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,JUSTNELF,JUSTNELF,,"""JUSTNELF"" Venice FL scholarship application",Venice,Sarasota,413933229,0,0,P33,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,COME GET YOU SOME JOY FOUNDATION IN C,COME GET YOU SOME JOY FOUNDATION IN C,,"""COME GET YOU SOME JOY FOUNDATION IN C"" Brandon FL scholarship application",Brandon,Hillsborough,414377942,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,CHANGE THE CULTURE INC,CHANGE THE CULTURE INC,,"""CHANGE THE CULTURE INC"" Tampa FL scholarship application",Tampa,Hillsborough,414652437,0,0,S20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,CURECRUNCH INC,CURECRUNCH INC,,"""CURECRUNCH INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,415264908,0,0,H30,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,CHARITABLE FOUNDATION OF AMERICANS OF ITALIAN HERITAGE CLUB,CHARITABLE FOUNDATION OF AMERICANS OF ITALIAN HERITAGE CLUB,,"""CHARITABLE FOUNDATION OF AMERICANS OF ITALIAN HERITAGE CLUB"" San Antonio FL scholarship application",San Antonio,Pasco,452019257,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,MATTATHIL CHARITABLE FOUNDATION INC,MATTATHIL CHARITABLE FOUNDATION INC,,"""MATTATHIL CHARITABLE FOUNDATION INC"" Valrico FL scholarship application",Valrico,Hillsborough,453555636,0,0,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,
D,30,FLORIDA FEDERATION OF HIDALGUENSES CORP,FLORIDA FEDERATION OF HIDALGUENSES CORP,,"""FLORIDA FEDERATION OF HIDALGUENSES CORP"" Clearwater FL scholarship application",Clearwater,Pinellas,455117504,0,0,V01,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,SUZANNE CIANI BRAIN CANCER FOUNDATION INC,SUZANNE CIANI BRAIN CANCER FOUNDATION INC,,"""SUZANNE CIANI BRAIN CANCER FOUNDATION INC"" Spring Hill FL scholarship application",Spring Hill,Pasco,460668131,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,LEPHAN FOUNDATION INC,LEPHAN FOUNDATION INC,,"""LEPHAN FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,460976127,0,0,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,
D,30,CLIFFORD OJERIAKHI IMUDIA MEMORIAL FOUNDATION INC,CLIFFORD OJERIAKHI IMUDIA MEMORIAL FOUNDATION INC,,"""CLIFFORD OJERIAKHI IMUDIA MEMORIAL FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,463659935,0,0,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,
D,30,MICHAEL A HANO FAMILY FOUNDATION INC,MICHAEL A HANO FAMILY FOUNDATION INC,,"""MICHAEL A HANO FAMILY FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,471886950,0,0,T99,,ntee-grantmaker:T99;name:foundation,,,,,,,,,
D,30,BILL MEADOWS FOUNDATION INC,BILL MEADOWS FOUNDATION INC,,"""BILL MEADOWS FOUNDATION INC"" Venice FL scholarship application",Venice,Sarasota,474517627,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,MANATEE COUNTY MEDICAL SOCIETY FOUNDATION INC,MANATEE COUNTY MEDICAL SOCIETY FOUNDATION INC,,"""MANATEE COUNTY MEDICAL SOCIETY FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,474848400,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,COMMITTEE ORGANIZING ASSISTANCE AND COMMUNITY HELP FOUNDATION INC,COMMITTEE ORGANIZING ASSISTANCE AND COMMUNITY HELP FOUNDATION INC,,"""COMMITTEE ORGANIZING ASSISTANCE AND COMMUNITY HELP FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,592168415,0,0,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,
D,30,THE COUNCIL FOR EXCEPTIONAL CHILDREN SARASOTA SUNSET CHAPTER,THE COUNCIL FOR EXCEPTIONAL CHILDREN SARASOTA SUNSET CHAPTER,,"""THE COUNCIL FOR EXCEPTIONAL CHILDREN SARASOTA SUNSET CHAPTER"" Sarasota FL scholarship application",Sarasota,Sarasota,592500493,0,0,P20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,AYLESWORTH FOUNDATION FOR ADVANCEMENT OF MARINE SCIENCES INC,AYLESWORTH FOUNDATION FOR ADVANCEMENT OF MARINE SCIENCES INC,,"""AYLESWORTH FOUNDATION FOR ADVANCEMENT OF MARINE SCIENCES INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,592623744,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,SAFETY HARBOR LIONS FOUNDATION INC,SAFETY HARBOR LIONS FOUNDATION INC,,"""SAFETY HARBOR LIONS FOUNDATION INC"" Safety Harbor FL scholarship application",Safety Harbor,Pinellas,592963637,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,HAITIAN ASSOCIATION FOUNDATION OF TAMPA BAY INC,HAITIAN ASSOCIATION FOUNDATION OF TAMPA BAY INC,,"""HAITIAN ASSOCIATION FOUNDATION OF TAMPA BAY INC"" Wimauma FL scholarship application",Wimauma,Hillsborough,593390448,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,TAMPA BAY CHAMPIONSHIP RODEO DADE CITY LLC,TAMPA BAY CHAMPIONSHIP RODEO DADE CITY LLC,,"""TAMPA BAY CHAMPIONSHIP RODEO DADE CITY LLC"" Dade City FL scholarship application",Dade City,Pasco,593680963,0,0,T12,,ntee-grantmaker:T12;private-foundation:04,,,,,,,,,
D,30,A SECOND CHANCE AT LIFE INC,A SECOND CHANCE AT LIFE INC,,"""A SECOND CHANCE AT LIFE INC"" Sarasota FL scholarship application",Sarasota,Sarasota,612263757,0,0,D20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,NATIONAL SENIOR GAMES ASSOCIATION FOUNDATION,NATIONAL SENIOR GAMES ASSOCIATION FOUNDATION,,"""NATIONAL SENIOR GAMES ASSOCIATION FOUNDATION"" Clearwater FL scholarship application",Clearwater,Pinellas,721428483,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,INDO-AMERICAN FOUNDATION OF TAMPA BAY,INDO-AMERICAN FOUNDATION OF TAMPA BAY,,"""INDO-AMERICAN FOUNDATION OF TAMPA BAY"" St Petersburg FL scholarship application",St Petersburg,Pinellas,811323639,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,FIGHTER FOUNDATION,FIGHTER FOUNDATION,,"""FIGHTER FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,811495271,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,ZINZOW LAW FOUNDATION INC,ZINZOW LAW FOUNDATION INC,,"""ZINZOW LAW FOUNDATION INC"" Trinity FL scholarship application",Trinity,Pasco,812905916,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,SUNCOAST YOUTH FOUNDATION INCORPORATED,SUNCOAST YOUTH FOUNDATION INCORPORATED,,"""SUNCOAST YOUTH FOUNDATION INCORPORATED"" Sarasota FL scholarship application",Sarasota,Sarasota,812956324,0,0,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,
D,30,GINA MARIE REY FOUNDATION INC,GINA MARIE REY FOUNDATION INC,,"""GINA MARIE REY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,813254255,0,0,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,
D,30,SANANDO FOUNDATION INCORPORATED,SANANDO FOUNDATION INCORPORATED,,"""SANANDO FOUNDATION INCORPORATED"" Pinellas Park FL scholarship application",Pinellas Park,Pinellas,814175824,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,VETERANS HOSPITAL SUPPORT FOUNDATION INC,VETERANS HOSPITAL SUPPORT FOUNDATION INC,,"""VETERANS HOSPITAL SUPPORT FOUNDATION INC"" Seminole FL scholarship application",Seminole,Pinellas,821516372,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,GIVE A HOOP FOUNDATION INC,GIVE A HOOP FOUNDATION INC,,"""GIVE A HOOP FOUNDATION INC"" Parrish FL scholarship application",Parrish,Manatee,822294660,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,CARLOS CARRASCO FOUNDATION INC,CARLOS CARRASCO FOUNDATION INC,,"""CARLOS CARRASCO FOUNDATION INC"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,822528296,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,ST ANDREWS PIPES AND DRUMS OF TAMPA BAY INCORPORATED,ST ANDREWS PIPES AND DRUMS OF TAMPA BAY INCORPORATED,,"""ST ANDREWS PIPES AND DRUMS OF TAMPA BAY INCORPORATED"" Seminole FL scholarship application",Seminole,Pinellas,822699313,0,0,A20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,SKYRA FOUNDATION INC,SKYRA FOUNDATION INC,,"""SKYRA FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,822858441,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,SAME TEAM MINISTRIES,SAME TEAM MINISTRIES,,"""SAME TEAM MINISTRIES"" Spring Hill FL scholarship application",Spring Hill,Pasco,824503196,0,0,P20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,FORWARD FREE FOUNDATION,FORWARD FREE FOUNDATION,,"""FORWARD FREE FOUNDATION"" Odessa FL scholarship application",Odessa,Hillsborough,830621253,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,BLADE FOUNDATION,BLADE FOUNDATION,,"""BLADE FOUNDATION"" Apollo Beach FL scholarship application",Apollo Beach,Hillsborough,831434063,0,0,T99,,ntee-grantmaker:T99;name:foundation,,,,,,,,,
D,30,KARRY CARRASCO FOUNDATION,KARRY CARRASCO FOUNDATION,,"""KARRY CARRASCO FOUNDATION"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,832072399,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,MONGOLIAN AMERICAN CULTURAL ORGANIZATION INC,MONGOLIAN AMERICAN CULTURAL ORGANIZATION INC,,"""MONGOLIAN AMERICAN CULTURAL ORGANIZATION INC"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,832461030,0,0,A27,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,GRACE RELIEF FOUNDATION INC,GRACE RELIEF FOUNDATION INC,,"""GRACE RELIEF FOUNDATION INC"" Wesley Chapel FL scholarship application",Wesley Chapel,Pasco,832503335,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,CONNERS LEGACY FOUNDATION INC,CONNERS LEGACY FOUNDATION INC,,"""CONNERS LEGACY FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,832869728,0,0,T23,,ntee-grantmaker:T23;name:foundation,,,,,,,,,
D,30,JACKFRUIT FOUNDATION INC,JACKFRUIT FOUNDATION INC,,"""JACKFRUIT FOUNDATION INC"" Plant City FL scholarship application",Plant City,Hillsborough,833868773,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,GARTH E FEENEY MEMORIAL FOUNDATION INC,GARTH E FEENEY MEMORIAL FOUNDATION INC,,"""GARTH E FEENEY MEMORIAL FOUNDATION INC"" Pinellas Park FL scholarship application",Pinellas Park,Pinellas,841721419,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,CALTA FAMILY FOUNDATION,CALTA FAMILY FOUNDATION,,"""CALTA FAMILY FOUNDATION"" Lutz FL scholarship application",Lutz,Hillsborough,843192637,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,AINSLEY MARIE ROBERTS FOUNDATION,AINSLEY MARIE ROBERTS FOUNDATION,,"""AINSLEY MARIE ROBERTS FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,844012313,0,0,T22,,ntee-grantmaker:T22;name:foundation,,,,,,,,,
D,30,VICTORY IN DELEVERANCE CHRISTIAN CENTER,VICTORY IN DELEVERANCE CHRISTIAN CENTER,,"""VICTORY IN DELEVERANCE CHRISTIAN CENTER"" Tampa FL scholarship application",Tampa,Hillsborough,850551285,0,0,S20,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,I AM CREATIVE ZAKE,I AM CREATIVE ZAKE,,"""I AM CREATIVE ZAKE"" Wesley Chapel FL scholarship application",Wesley Chapel,Pasco,850848302,0,0,P22,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,AWAKE COALITION INC,AWAKE COALITION INC,,"""AWAKE COALITION INC"" Riverview FL scholarship application",Riverview,Hillsborough,852557648,0,0,L80,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,MASTER MASON ASSOCIATION OF HILLSBOROUGH COUNTY,MASTER MASON ASSOCIATION OF HILLSBOROUGH COUNTY,,"""MASTER MASON ASSOCIATION OF HILLSBOROUGH COUNTY"" Temple Terrace FL scholarship application",Temple Terrace,Hillsborough,853476853,0,0,Y40,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,RESTORED HOME,RESTORED HOME,,"""RESTORED HOME"" Valrico FL scholarship application",Valrico,Hillsborough,863193657,0,0,P83,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,EMILY ROSE EMPWR FOUNDATION,EMILY ROSE EMPWR FOUNDATION,,"""EMILY ROSE EMPWR FOUNDATION"" Odessa FL scholarship application",Odessa,Hillsborough,871761939,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,ROGAI FAMILY FOUNDATION INC,ROGAI FAMILY FOUNDATION INC,,"""ROGAI FAMILY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,872806277,0,0,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
D,30,NORTH TAMPA BAY CHAMBER FOUNDATION INC,NORTH TAMPA BAY CHAMBER FOUNDATION INC,,"""NORTH TAMPA BAY CHAMBER FOUNDATION INC"" Wesley Chapel FL scholarship application",Wesley Chapel,Pasco,873442720,0,0,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
D,30,ATELIER TISAKSUK INC,ATELIER TISAKSUK INC,,"""ATELIER TISAKSUK INC"" Tampa FL scholarship application",Tampa,Hillsborough,873660904,0,0,W12,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,RAVENALA INC,RAVENALA INC,,"""RAVENALA INC"" Saint Petersburg FL scholarship application",Saint Petersburg,Pinellas,874064310,0,0,P50,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,BEAUTIFUL FEET,BEAUTIFUL FEET,,"""BEAUTIFUL FEET"" Lithia FL scholarship application",Lithia,Hillsborough,874224590,0,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
D,30,MCDIVOTS FOUNDATION INC,MCDIVOTS FOUNDATION INC,,"""MCDIVOTS FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,881482498,0,0,T21,,ntee-grantmaker:T21;name:foundation,,,,,,,,,
